8222,10.80,-0.67,31271,28223,30730,20399,13103,22476,31580,21310,32584,19513,19152,26299,31482,54536,68381,56655,59428,49866,62782,66673,69484,54364,63368,76700
8374,13.68,48.32,348777,306808,330271,213200,334614,280843,265918,205349,227516,205012,214489,217489,235146,269892,304865,153294,174636,262409,227488,182847,200429,231340,236304,262029
8996,7.77,23.58,202151,187579,146096,170058,258254,172934,183936,164861,138527,135413,160749,150929,163585,246253,168285,133622,163724,154384,136884,174944,234720,184008,180088,152740
1603,-54.60,-4.99,148748,327643,145291,265490,194902,205699,164642,165978,139681,200574,252991,107088,156566,212014,247028,197104,256791,251826,345203,243855,170712,283394,211211,215450
1604,2.04,18.32,683761,670122,591817,846631,618176,529607,551670,591889,647857,835946,764012,748297,577889,573093,510285,724844,573509,504095,530903,525332,576682,672488,640485,653162
1605,7.20,-5.18,12244761,11422132,7251245,10181000,11826620,9517377,9667281,10659389,8849975,8900885,8812556,7208866,12913956,9160981,6970984,8063234,11694930,8972585,10086581,10240216,9657602,9999721,9844288,13129978
1608,-11.74,61.48,808397,915976,662515,671293,660258,618687,684140,859677,574345,559833,501998,769694,500631,674058,493882,542860,796311,545098,580616,748441,692934,651684,741362,609767
1609,-12.66,42.57,2105240,2410381,1534532,2135936,2055603,1850911,1552389,1621234,1528848,1613994,1478283,1456484,1476671,1694021,1059078,1203912,1668164,1556711,1443005,1561896,1464737,1585866,1501674,1525698
1611,-2.12,-12.48,147596,150794,127187,182866,173175,160599,147703,159038,176437,183152,179172,162147,168646,180126,210706,172810,211223,198008,198437,187380,195345,198835,189656,203578
1612,-19.10,51.75,496329,613523,415232,430393,372804,409699,344641,336784,427866,318163,429605,435517,327067,444449,432718,287849,310824,239324,330359,272446,296331,284677,259683,307813
1614,18.12,11.00,453266,383729,459545,478400,392759,332440,322581,471575,477949,694427,616287,575613,408347,368332,358398,443227,384403,328623,314822,438625,453131,575492,460461,490607
1615,149.82,186.05,885445,354433,170999,261465,357448,255806,246924,269800,299534,365987,200154,303998,309542,230966,150167,175644,433065,290240,261253,258388,233109,319346,277439,264639
1616,-22.58,-27.69,204612,264305,161672,201227,286586,244007,192755,216050,212801,218417,185338,224775,282964,232330,214446,172405,341576,348622,281937,155261,323009,329983,251832,299727
1617,1.66,73.95,445931,438642,221979,372868,335579,287963,278099,294052,261718,235203,209571,190355,256363,272053,167591,196052,268772,269055,248427,238216,235583,238854,235925,246597
1618,-13.30,-11.35,176037,203031,352009,257430,147928,248374,215094,443209,276791,505642,144734,206328,198568,176162,169846,90271,230843,424301,250665,419515,172739,235397,164926,223902
4930,8.50,50.39,975530,899077,630859,1004435,876251,1012375,1058450,1022438,1053882,937449,777450,662930,648650,506226,256936,686914,691157,695501,873991,884626,865260,864423,835409,837935
5283,4.20,25.49,541955,520115,303186,470400,434051,388402,385142,461258,651556,828370,705448,550634,431864,511683,338951,345388,432881,386466,410423,452164,585802,668454,689341,548503
1708,35.60,22.29,415078,306096,249588,290746,338602,287501,341589,332745,335463,329276,336688,336406,339415,364674,343547,349300,382045,348397,363624,352526,390570,370586,373993,457209
1709,-14.76,14.15,754119,884697,642191,813366,661970,710664,599376,824520,617786,677623,807252,565530,660616,760650,825763,771316,826445,581696,860765,663080,789959,897872,619231,802920
1710,-3.92,75.91,2601336,2707364,1856217,2011182,1700879,1834052,1779869,1639701,1300138,1306235,1614180,1797573,1478763,1444652,1475719,1391398,1115485,1660453,1298296,1401602,1808661,2187072,1925689,2131594
1711,-6.66,42.80,793963,850637,606434,823732,789367,659991,663321,678137,592948,591468,494797,472568,555992,874017,734761,661699,773369,712787,749894,762273,783586,792348,762399,844627
1712,-16.45,-2.62,1509545,1806822,1434783,1587445,1346687,1310838,1343723,1523205,1404696,1457145,1388367,1472936,1550126,1767722,1390626,1528330,1430201,1262765,1361685,1563470,1441985,1277883,1251152,1444168
1713,-10.47,26.61,47429,52974,33629,47489,55557,39774,32338,39097,36333,36624,30322,37539,37460,52050,41743,36808,47363,54567,49064,42173,52712,40451,49092,54577
1714,-5.71,-18.66,1732500,1837409,1211182,1800434,1915455,1938587,1827787,1881822,1794327,1888300,4940382,2098560,2129826,2265616,1396515,1815402,1740654,2237855,2198182,2636454,2061554,2717696,2510582,2017462
1717,5.92,48.61,4718326,4454630,2631509,4116280,4094184,4096702,3705269,3513059,3171998,3203507,2885102,2896092,3174938,3248291,2040891,2340333,3467062,3449106,3255454,3497422,3405490,3503197,3315895,3477316
1718,-8.24,27.16,2680593,2921189,2457848,2327601,2391658,2306567,2269616,4872746,2433210,2675847,2138228,2191961,2108027,2391400,2511454,2679023,2459152,2714295,2928161,2999480,2895985,2871400,2620726,3204854
